# Annotation file generated by Gemma
# Generated 06/30/2022
# If you use this file for your research, please cite: 
# Lim et al. (2021) Curation of over 10 000 transcriptomic studies to enable data reuse. 
# Database, baab006 (doi:10.1093/database/baab006). 
# Gemma link for this platform: http://gemma.msl.ubc.ca/ arrays/showArrayDesign.html?id=672
# Generic_human_ensemblIds  Generic platform for Homo sapiens, indexed by Ensembl IDs
# Homo sapiens
ProbeName	GeneSymbols	GeneNames	GOTerms	GemmaIDs	NCBIids
ENSG00000109929	SC5D	sterol-C5-desaturase	GO:0033490|GO:0016126|GO:0033489|GO:0006629	146177	6309
ENSG00000163050	COQ8A	coenzyme Q8A	GO:0006744|GO:0006468|GO:0016310	311629	56997
ENSG00000126247	CAPNS1	calpain small subunit 1	GO:0008284|GO:0006508|GO:0016241	18041	826
ENSG00000166938	DIS3L	DIS3 like exosome 3'-5' exoribonuclease	GO:0006401|GO:0006396|GO:0090503|GO:0016075	377363	115752
ENSG00000166368	OR2D2	olfactory receptor family 2 subfamily D member 2	GO:0050911|GO:0007186|GO:0007608	380486	120776
ENSG00000171316	CHD7	chromodomain helicase DNA binding protein 7	GO:0035909|GO:0001974|GO:0030217|GO:0007512|GO:0042048|GO:0010880|GO:0021545|GO:0009617|GO:0003007|GO:0032508|GO:0048752|GO:0007605|GO:0001501|GO:0021772|GO:0006355|GO:0008015|GO:0043584|GO:0060384|GO:0036302|GO:0062009|GO:0060429|GO:0001701|GO:0007417|GO:0050767|GO:0006366|GO:0006364|GO:0010468|GO:0060173|GO:0060411|GO:0048806|GO:0007628|GO:0003226|GO:0006338|GO:0003222|GO:0021553|GO:0060041|GO:0042472|GO:0040018|GO:0060123|GO:0060324|GO:0035116|GO:0043009|GO:0045944|GO:0030540|GO:0050890	300524	55636
ENSG00000105894	PTN	pleiotrophin	GO:0048167|GO:1903706|GO:0048680|GO:0007613|GO:0007612|GO:0031104|GO:0043113|GO:2000347|GO:0007399|GO:0042246|GO:0044849|GO:0045778|GO:0043932|GO:0031641|GO:0007406|GO:0007229|GO:0002232|GO:0030501|GO:0010976|GO:0002690|GO:0048714|GO:0140059|GO:0010996|GO:1900006|GO:0046697|GO:0043086|GO:0048477|GO:0007185|GO:2000738|GO:0010594|GO:0008284|GO:1900272|GO:2000036|GO:0030282|GO:0051781	135632	5764
ENSG00000105131	EPHX3	epoxide hydrolase 3	GO:0097176|GO:0006629	339664	79852
ENSG00000272840	LOC105374312	uncharacterized LOC105374312		9238793	105374312
ENSG00000178358	OR2D3	olfactory receptor family 2 subfamily D member 3	GO:0050911|GO:0007186	380478	120775
ENSG00000151338	MIPOL1	mirror-image polydactyly 1		392484	145282
ENSG00000065548	ZC3H15	zinc finger CCCH-type containing 15	GO:0043547|GO:0019221|GO:0002181	304953	55854
ENSG00000232727	YWHAEP1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 1		455285	649395
ENSG00000232270					
ENSG00000188051	TMEM221	transmembrane protein 221		3804856	100130519
ENSG00000120094	HOXB1	homeobox B1	GO:0021570|GO:0021571|GO:0006357|GO:0006355|GO:0007389|GO:0048646|GO:0009952|GO:0048704|GO:0045944|GO:0021754|GO:0021612	71943	3211
ENSG00000164393	ADGRF2	adhesion G protein-coupled receptor F2	GO:0007189|GO:0007166|GO:0007186	411270	222611
ENSG00000246323	FAM13B-AS1	FAM13B antisense RNA 1		3881862	100130172
ENSG00000162144	CYB561A3	cytochrome b561 family member A3	GO:0055085|GO:0006879	409172	220002
ENSG00000184735	DDX53	DEAD-box helicase 53		403009	168400
ENSG00000234420	ZNF37BP	zinc finger protein 37B, pseudogene		3804812	100129482
ENSG00000230000	LOC100287704	uncharacterized LOC100287704		8091710	100287704
ENSG00000249104	USP17L17	ubiquitin specific peptidase 17 like family member 17	GO:0006511|GO:0016579|GO:0042981	8090813	100287327
ENSG00000235431	LOC105375146	uncharacterized LOC105375146		9242769	105375146
ENSG00000187094	CCK	cholecystokinin	GO:0007409|GO:0001764|GO:0042755|GO:0007586|GO:0007165	19400	885
ENSG00000199035	MIR103B1	microRNA 103b-1	GO:0035195	8125332	100302238
ENSG00000228649	SNHG26	small nucleolar RNA host gene 26		10181409	109729180
ENSG00000164530	PI16	peptidase inhibitor 16	GO:0010466|GO:0061052	410397	221476
ENSG00000274044	FAM230J	family with sequence similarity 230 member J		430202	729461
ENSG00000103995	CEP152	centrosomal protein 152	GO:0007099|GO:0051298|GO:0030030|GO:0098535	234634	22995
ENSG00000274253	LOC283683	uncharacterized LOC283683		417659	283683
ENSG00000102098	SCML2	Scm polycomb group protein like 2	GO:0009653|GO:0045892	213915	10389
ENSG00000188175	HEPACAM2	HEPACAM family member 2	GO:0051301|GO:0007098	412223	253012
ENSG00000122729	ACO1	aconitase 1	GO:0006417|GO:0006879|GO:0006101|GO:0006099|GO:0009791|GO:0050892|GO:0010040	1654	48
ENSG00000255298	OR8G5	olfactory receptor family 8 subfamily G member 5	GO:0050911|GO:0007186|GO:0007608	408869	219865
ENSG00000162148	PPP1R32	protein phosphatase 1 regulatory subunit 32		409190	220004
ENSG00000134775	FHOD3	formin homology 2 domain containing 3	GO:0030866|GO:0055003|GO:0045214|GO:0051639|GO:0030837	343769	80206
ENSG00000158270	COLEC12	collectin subfamily member 12	GO:0045087|GO:0071360|GO:0006910|GO:0006952|GO:0042742|GO:0044857|GO:0034138|GO:0009756	347025	81035
ENSG00000217576					
ENSG00000112685	EXOC2	exocyst complex component 2	GO:0006887|GO:2000535|GO:0006893|GO:0000281|GO:0090148|GO:0090522|GO:0006904|GO:0015031	303421	55770
ENSG00000223842	LOC101929648	uncharacterized LOC101929648		8793838	101929648
ENSG00000113739	STC2	stanniocalcin 2	GO:0006979|GO:0030968|GO:0006874|GO:0007566|GO:0043434|GO:0046885|GO:0046697|GO:0010629|GO:0033280|GO:0040015|GO:2001256|GO:0071456	181456	8614
ENSG00000283634	MIR3155B	microRNA 3155b		8625361	100628560
ENSG00000071859	FAM50A	family with sequence similarity 50 member A	GO:0007283|GO:0008380|GO:0006325|GO:0006397|GO:0043484	190767	9130
ENSG00000283505	MIR5681B	microRNA 5681b		8648476	100847091
ENSG00000064115	TM7SF3	transmembrane 7 superfamily member 3	GO:0034620|GO:0043069|GO:0032024	281892	51768
ENSG00000283637	MIR4776-2	microRNA 4776-2		8625262	100616472
ENSG00000069998	HDHD5	haloacid dehalogenase like hydrolase domain containing 5	GO:0046474	261618	27440
ENSG00000100380	ST13	ST13 Hsp70 interacting protein	GO:0006457|GO:0051085|GO:0009617	155341	6767
ENSG00000180611	MB21D2	Mab-21 domain containing 2		397544	151963
ENSG00000144285	SCN1A	sodium voltage-gated channel alpha subunit 1	GO:0050884|GO:0006814|GO:0007628|GO:0050966|GO:0035725|GO:0051649|GO:0086002|GO:0086010|GO:0019227|GO:0034765|GO:0019228	146426	6323
ENSG00000259251	VPS13C-DT	VPS13C divergent transcript		8798621	101928907
ENSG00000122958	VPS26A	VPS26 retromer complex component A	GO:0006886|GO:0042147|GO:0032456|GO:0016241	198002	9559
ENSG00000253304	TMEM200B	transmembrane protein 200B		437099	399474
ENSG00000228804	LOC100131635	hCG1645011-like		3887631	100131635
ENSG00000203855	HSD3BP4	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4		384767	128102
ENSG00000188388	GOLGA6L3	golgin A6 family like 3		3892505	100133220
ENSG00000242259	C22orf39	chromosome 22 open reading frame 39		385489	128977
ENSG00000151532	VTI1A	vesicle transport through interaction with t-SNAREs 1A	GO:0050882|GO:0090161|GO:0006888|GO:0006886|GO:0042147|GO:0006906|GO:0006914|GO:0006896|GO:0006891|GO:0016236|GO:0048280	391445	143187
ENSG00000173421	IHO1	interactor of HORMAD1 1	GO:0007283|GO:0007129|GO:0006310|GO:0048477|GO:0042138|GO:0060629	424947	339834
ENSG00000264845	LOC105372179	uncharacterized LOC105372179		9229120	105372179
ENSG00000141646	SMAD4	SMAD family member 4	GO:0061040|GO:0048589|GO:1902895|GO:0008285|GO:0009653|GO:0001658|GO:0001666|GO:0001541|GO:0060065|GO:0003161|GO:0062009|GO:0001701|GO:0001702|GO:0007338|GO:0030513|GO:0030511|GO:0006366|GO:0003251|GO:0007179|GO:0045893|GO:0045892|GO:0007183|GO:0010862|GO:0060412|GO:1905305|GO:0017015|GO:0051098|GO:0032924|GO:0032525|GO:0003148|GO:0030509|GO:0008283|GO:0045944|GO:0014033|GO:0071773|GO:0001649|GO:0072133|GO:0051797|GO:0000122|GO:0048382|GO:0060391|GO:0003198|GO:1901522|GO:0060395|GO:0048663|GO:0046881|GO:0007283|GO:0060956|GO:0033686|GO:0072134|GO:0006879|GO:0030325|GO:0007568|GO:0006357|GO:0010614|GO:0042177|GO:0032909|GO:0006351|GO:0003360|GO:0036302|GO:0042733|GO:0071559|GO:0060548|GO:0070102|GO:0072520|GO:0042060|GO:0070373|GO:0070371|GO:0007411|GO:0010666|GO:0030154|GO:0051571|GO:0030308|GO:0010718|GO:0003220|GO:0048733|GO:2000617|GO:0003190|GO:0035556|GO:0042118|GO:0048859|GO:0071333	87984	4089
ENSG00000212040	MIR543	microRNA 543	GO:2000773|GO:0035195	3467264	100126335
ENSG00000214556					
ENSG00000264854					
ENSG00000132475	H3-3B	H3.3 histone B	GO:0001556|GO:0007338|GO:0008584|GO:0031508|GO:0031509|GO:1902340|GO:0035264|GO:0030307|GO:0006997|GO:0006336|GO:0007566|GO:0006334|GO:0007286|GO:0042692|GO:0008283|GO:0032200|GO:0090230|GO:0001649	59581	3021
ENSG00000135929	CYP27A1	cytochrome P450 family 27 subfamily A member 1	GO:0006699|GO:0008203|GO:0036378|GO:0016125|GO:0006707	33631	1593
ENSG00000183822	NCF4-AS1	NCF4 antisense RNA 1		9667309	107985578
ENSG00000167925	GHDC	GH3 domain containing		358503	84514
ENSG00000213983	AP1G2	adaptor related protein complex 1 subunit gamma 2	GO:0016192|GO:0006898|GO:0006896|GO:0006886	187540	8906
ENSG00000169618	PROKR1	prokineticin receptor 1	GO:0007218|GO:0007186	223101	10887
ENSG00000227502	MROCKI	MARCKS cis regulating lncRNA promoter of cytokines and inflammation		421673	285758
ENSG00000214050	FBXO16	F-box protein 16		399451	157574
ENSG00000169249	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	GO:0000398|GO:0008380|GO:0000245	176085	8233
ENSG00000237671	GAGE12C	G antigen 12C		465285	729422
ENSG00000151812	SLC35F4	solute carrier family 35 member F4	GO:0055085	426060	341880
ENSG00000259620	LOC102724452	uncharacterized LOC102724452		9006509	102724452
ENSG00000265465	MIR4768	microRNA 4768		8624817	100616249
ENSG00000184887	BTBD6	BTB domain containing 6	GO:0022008	366673	90135
ENSG00000147596	PRDM14	PR/SET domain 14	GO:0000122|GO:1902459|GO:0010468|GO:0008543|GO:0030718|GO:0007281|GO:0034972|GO:0000902|GO:0060817|GO:0044030|GO:0048873|GO:0006357|GO:0007566|GO:0009566|GO:0040037|GO:1902093|GO:0001827|GO:0001708	323889	63978
ENSG00000283682	MIR548AH	microRNA 548ah		8624827	100616254
ENSG00000023572	GLRX2	glutaredoxin 2	GO:0051775|GO:0006749|GO:0042542|GO:0042262|GO:0045454|GO:0030154|GO:0071451|GO:0007568|GO:0006355|GO:0009266|GO:0010033|GO:0009966|GO:0022900|GO:0006915	270368	51022
ENSG00000165953	SERPINA12	serpin family A member 12	GO:0090181|GO:0045721|GO:0008610|GO:0006094|GO:0090207|GO:0014068|GO:0046628|GO:0010951|GO:0014065|GO:0051055	392466	145264
ENSG00000109794	FAM149A	family with sequence similarity 149 member A		248859	25854
ENSG00000276365	MIR145	microRNA 145	GO:0070372|GO:0048662|GO:1900239|GO:0030336|GO:0051898|GO:0032733|GO:0006940|GO:0032699|GO:0010668|GO:0050728|GO:1900039|GO:0044663|GO:1905175|GO:0010667|GO:2000724|GO:0045651|GO:0043032|GO:1904676|GO:0016525|GO:0010763|GO:0035886|GO:0060414|GO:0030036|GO:0090263|GO:0032965|GO:0010614|GO:0048333|GO:1904673|GO:0035278|GO:0036446|GO:0035195|GO:0038166	440968	406937
ENSG00000169967	MAP3K2	mitogen-activated protein kinase kinase kinase 2	GO:0000165|GO:0071260|GO:0006468|GO:0045893	220882	10746
ENSG00000233327	USP32P2	ubiquitin specific peptidase 32 pseudogene 2		409476	220594
ENSG00000187238	LCE3B	late cornified envelope 3B	GO:0050830|GO:0031424|GO:0031640|GO:0050829	428778	353143
ENSG00000226520	KIRREL1-IT1	KIRREL1 intronic transcript 1		8569846	100505785
ENSG00000207743	MIR495	microRNA 495	GO:0090051|GO:1903588|GO:1900087|GO:1905563|GO:1905652|GO:1905564|GO:1903671|GO:0035278|GO:2000352|GO:1905700|GO:0045602|GO:0032410|GO:0035195	446423	574453
ENSG00000124116	WFDC3	WAP four-disulfide core domain 3	GO:0045087|GO:0010951|GO:0019731	390262	140686
ENSG00000262833	LOC101928855	uncharacterized LOC101928855		8798660	101928855
ENSG00000147223	RIPPLY1	ripply transcriptional repressor 1	GO:0009880|GO:0000122|GO:0032525|GO:0001757|GO:0045892	370324	92129
ENSG00000026036	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)		8624301	100533107
ENSG00000084444	FAM234B	family with sequence similarity 234 member B		317596	57613
ENSG00000236548	RNF217-AS1	RNF217 antisense RNA 1 (head to head)		1097281	7955
ENSG00000101938	CHRDL1	chordin like 1	GO:0048167|GO:0001654|GO:0030514|GO:0097113|GO:0000578|GO:0030509|GO:0060074|GO:0030154|GO:0001503|GO:0098976	369919	91851
ENSG00000237667	LINC01115	long intergenic non-protein coding RNA 1115		424938	339822
ENSG00000264732	MIR4638	microRNA 4638		8625001	100616342
ENSG00000112697	TMEM30A	transmembrane protein 30A	GO:0006855|GO:0061092|GO:0010976|GO:0015917|GO:0045332|GO:0140331|GO:0070863|GO:0036010	303025	55754
ENSG00000198056	PRIM1	DNA primase subunit 1	GO:0006270|GO:0006269	130971	5557
ENSG00000254597	FAM90A10	family with sequence similarity 90 member A10		443705	441328
ENSG00000166924	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1	GO:0048812|GO:0014065	411440	222950
ENSG00000197233	OR1J2	olfactory receptor family 1 subfamily J member 2	GO:0050911|GO:0007165|GO:0007186	256617	26740
ENSG00000200608	SNORD114-11	small nucleolar RNA, C/D box 114-11	GO:0006396	474217	767589
ENSG00000173457	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B	GO:0045087|GO:0042325|GO:0043086	255489	26472
ENSG00000185942	NKAIN3	sodium/potassium transporting ATPase interacting 3	GO:0002028	422296	286183
ENSG00000119973	PRLHR	prolactin releasing hormone receptor	GO:0007218|GO:0007631|GO:0007565|GO:0007186|GO:0042445	56057	2834
ENSG00000111432	FZD10	frizzled class receptor 10	GO:0032956|GO:0060070|GO:0007186|GO:0030182|GO:0043507|GO:0035567|GO:0043547|GO:0038031|GO:0034260|GO:0071300	229464	11211
ENSG00000207995	MIR325	microRNA 325		445146	442899
ENSG00000250608	NUDT16-DT	NUDT16 divergent transcript		424978	339874
ENSG00000177406	NINJ2-AS1	NINJ2 antisense RNA 1		3157028	100049716
ENSG00000164430	CGAS	cyclic GMP-AMP synthase	GO:0050863|GO:0071360|GO:0008340|GO:2000042|GO:0019933|GO:0019934|GO:0045087|GO:0006974|GO:0051607|GO:0002230|GO:0006281|GO:0032481|GO:2000774|GO:0002218|GO:0038001|GO:0002637	376642	115004
ENSG00000168517	HEXIM2	HEXIM P-TEFb complex subunit 2	GO:0000122|GO:0045892|GO:0045736	382529	124790
ENSG00000283665	MIR3974	microRNA 3974		8624875	100616279
ENSG00000169981	ZNF35	zinc finger protein 35	GO:0006357|GO:0006355|GO:0007283|GO:0071300	170739	7584
ENSG00000183283	DAZAP2	DAZ associated protein 2	GO:0071902	202473	9802
ENSG00000131845	ZNF304	zinc finger protein 304	GO:0007229|GO:0050679|GO:0006357|GO:0030335|GO:0006325|GO:1900114|GO:0045766|GO:2000811|GO:0007265|GO:1902466|GO:0035562|GO:0090309|GO:0045944|GO:0001525	314661	57343
ENSG00000272325	NUDT3	nudix hydrolase 3	GO:0110154|GO:1901911|GO:0007267|GO:0015961|GO:0071544|GO:0071543|GO:1901909|GO:1901907	228564	11165
ENSG00000164938	TP53INP1	tumor protein p53 inducible nuclear protein 1	GO:0000045|GO:0071361|GO:0030336|GO:0045893|GO:0010628|GO:0010629|GO:0010508|GO:0048147|GO:0048102|GO:0008285|GO:1904761|GO:0071447|GO:0098869|GO:0051726|GO:0043065|GO:0034644|GO:0072703|GO:0009408|GO:0006915	373334	94241
ENSG00000131094	C1QL1	complement C1q like 1	GO:0007626|GO:0061743|GO:0016322|GO:0099558	223027	10882
ENSG00000143995	MEIS1	Meis homeobox 1	GO:0001654|GO:0007626|GO:0002089|GO:0006357|GO:0007420|GO:0045665|GO:0009880|GO:0008284|GO:0045638|GO:0060216|GO:0035855|GO:0009887|GO:0045944|GO:0001525|GO:0030097	90452	4211
ENSG00000119547	ONECUT2	one cut homeobox 2	GO:0001952|GO:0031018|GO:0030512|GO:0006357|GO:0002064|GO:0007179|GO:0060271|GO:0045165|GO:1905322|GO:0045944|GO:0009887|GO:1905319|GO:0048935|GO:0001889	196539	9480
ENSG00000139725	RHOF	ras homolog family member F, filopodia associated	GO:0032956|GO:0030865|GO:0007015|GO:0007264|GO:0007163|GO:0008360|GO:0016477|GO:0051056|GO:0050790	285579	54509
ENSG00000207793	MIR432	microRNA 432	GO:0035195	446421	574451
ENSG00000120262	CCDC170	coiled-coil domain containing 170	GO:0000226	342890	80129
ENSG00000244227	LRRC77P	leucine rich repeat containing 77, pseudogene		452361	646168
ENSG00000106682	EIF4H	eukaryotic translation initiation factor 4H	GO:0001731|GO:0006446|GO:0097010|GO:0048589|GO:0019953	168830	7458
ENSG00000102554	KLF5	Kruppel like factor 5	GO:0000122|GO:1990830|GO:0099156|GO:0032534|GO:0014901|GO:0014908|GO:1902895|GO:0061586|GO:0060576|GO:0030033|GO:0006357|GO:0014816|GO:0045600|GO:0045944|GO:0001525	15095	688
ENSG00000167360	OR51Q1	olfactory receptor family 51 subfamily Q member 1	GO:0050911|GO:0007186	434724	390061
ENSG00000223502	LOC102724719	uncharacterized LOC102724719		9007631	102724719
ENSG00000169122	FAM110B	family with sequence similarity 110 member B		367187	90362
ENSG00000136280	CCM2	CCM2 scaffold protein	GO:0001885|GO:0007507|GO:0007229|GO:0048845|GO:0051403|GO:0003158|GO:0045765|GO:0045216|GO:0001570|GO:0061154|GO:0060039|GO:0060837|GO:0048839|GO:0001701|GO:0035264	350949	83605
ENSG00000207088	SNORA7B	small nucleolar RNA, H/ACA box 7B	GO:0006396	459656	677797
ENSG00000181039					
ENSG00000237957	CT47A5	cancer/testis antigen family 47 member A5		461316	728072
ENSG00000165471	MBL2	mannose binding lectin 2	GO:0051873|GO:0008228|GO:0048525|GO:1903028|GO:0042742|GO:0006508|GO:0006979|GO:0006958|GO:0045087|GO:0050830|GO:0006953|GO:0002752|GO:0140374|GO:0001867	89240	4153
ENSG00000274658	TBC1D3JP	TBC1 domain family member 3J, pseudogene		8577949	100510707
ENSG00000283672	MIR4678	microRNA 4678		8624909	100616296
ENSG00000132975	GPR12	G protein-coupled receptor 12	GO:0006874|GO:0007189|GO:0019222|GO:0007186	56077	2835
ENSG00000229401	MIR5689HG	MIR5689 host gene		9695001	106660610
ENSG00000262117	BCAR4	breast cancer anti-estrogen resistance 4		437896	400500
ENSG00000281207	SLFNL1-AS1	SLFNL1 antisense RNA 1		8573137	100507178
ENSG00000261652	PIERCE2	piercer of microtubule wall 2	GO:0007368|GO:0035082|GO:0003341	392853	145788
ENSG00000141668	CBLN2	cerebellin 2 precursor	GO:0007416|GO:0051965|GO:1905606|GO:0098814|GO:0050808|GO:0099558	393928	147381
ENSG00000224081	SLC44A3-AS1	SLC44A3 antisense RNA 1		8798063	101928079
ENSG00000143373	ZNF687	zinc finger protein 687		317320	57592
ENSG00000196510	ANAPC7	anaphase promoting complex subunit 7	GO:0051445|GO:0051301|GO:0007091|GO:0070979|GO:0016567|GO:0007346|GO:0045842|GO:0031145	277248	51434
ENSG00000236836	PCYT1B-AS1	PCYT1B antisense RNA 1		8723168	100874088
ENSG00000139718	SETD1B	SET domain containing 1B, histone lysine methyltransferase	GO:0080182|GO:0044648|GO:0051568|GO:0006325|GO:0097692	235993	23067
ENSG00000175110	MRPS22	mitochondrial ribosomal protein S22	GO:0032543	310814	56945
ENSG00000184678	H2BC21	H2B clustered histone 21	GO:0050830|GO:0002227|GO:0006334|GO:0061844|GO:0019731	177208	8349
ENSG00000167306	MYO5B	myosin VB	GO:0016192|GO:0007015|GO:0030050|GO:0003091|GO:0015031|GO:0016197	113839	4645
ENSG00000205133	TRIQK	triple QxxK/R motif containing		422242	286144
ENSG00000164402	SEPTIN8	septin 8	GO:0008104|GO:0061640|GO:0035542	237753	23176
ENSG00000172795	DCP2	decapping mRNA 2	GO:0071044|GO:0006402|GO:0000290|GO:0043488|GO:0000184|GO:1904872|GO:0090503|GO:0032211|GO:0043928	402836	167227
ENSG00000259868	LOC102723670	uncharacterized LOC102723670		9003207	102723670
ENSG00000197471	SPN	sialophorin	GO:0006968|GO:0050901|GO:2000404|GO:2000406|GO:0007162|GO:0042742|GO:0006935|GO:0006955|GO:0050776|GO:0002296|GO:0042130|GO:0007166|GO:0007165|GO:0007163|GO:0032760	153817	6693
ENSG00000166211	SPIC	Spi-C transcription factor	GO:0006357|GO:0045944|GO:0030154|GO:0001824	380912	121599
ENSG00000235863	B3GALT4	beta-1,3-galactosyltransferase 4	GO:0009312|GO:0001574|GO:0006486	183241	8705
ENSG00000152104	PTPN14	protein tyrosine phosphatase non-receptor type 14	GO:0006355|GO:0006470|GO:0008285|GO:0046825|GO:0001946	135962	5784
ENSG00000167553	TUBA1C	tubulin alpha 1c	GO:0051301|GO:0000226|GO:0007017|GO:0000278|GO:0030705	360802	84790
ENSG00000173826	KCNH6	potassium voltage-gated channel subfamily H member 6	GO:0071805|GO:0042391|GO:0086011|GO:0034765|GO:0060307|GO:0086091	346997	81033
ENSG00000187223	LCE2D	late cornified envelope 2D	GO:0031424	428768	353141
ENSG00000167359	OR51I1	olfactory receptor family 51 subfamily I member 1	GO:0050911|GO:0007186|GO:0007608	434730	390063
ENSG00000254689	LINC02235	long intergenic non-protein coding RNA 2235		10181364	109729147
ENSG00000116977	LGALS8	galectin 8	GO:0098586|GO:0098792|GO:1904977	85690	3964
ENSG00000282556	LOC101927825	uncharacterized LOC101927825		8800004	101927825
ENSG00000091039	OSBPL8	oxysterol binding protein like 8	GO:0051897|GO:0030336|GO:0015918|GO:0046326|GO:0015914|GO:0090204|GO:0046628|GO:0036150|GO:0045444|GO:0120009|GO:0010891|GO:0032148	376162	114882
ENSG00000260151	LINC02673	long intergenic non-protein coding RNA 2673		8798824	101929180
ENSG00000064199	SPA17	sperm autoantigenic protein 17	GO:0007339|GO:0007338|GO:0003351|GO:0007283	282216	53340
ENSG00000181784					
ENSG00000129864	VCY	variable charge Y-linked	GO:0007420	190012	9084
ENSG00000182459	TEX19	testis expressed 19	GO:0007283|GO:0007140|GO:0030154|GO:0001890|GO:0010529|GO:0008584|GO:0007131	438103	400629
ENSG00000110237	ARHGEF17	Rho guanine nucleotide exchange factor 17	GO:0030036|GO:0051056|GO:0050790	202924	9828
ENSG00000106665	CLIP2	CAP-Gly domain containing linker protein 2	GO:0031122	168866	7461
ENSG00000002933	TMEM176A	transmembrane protein 176A	GO:2001199	298100	55365
ENSG00000205534	SMG1P2	SMG1 pseudogene 2		442329	440354
ENSG00000136689	IL1RN	interleukin 1 receptor antagonist	GO:0006955|GO:0002437|GO:0006954|GO:0007165|GO:2000660|GO:0034115|GO:0006629|GO:0030073|GO:0051384	77333	3557
ENSG00000172350	ABCG4	ATP binding cassette subfamily G member 4	GO:1990830|GO:0006355|GO:0010875|GO:0045542|GO:0055085|GO:0042632|GO:0071403|GO:0033344	324956	64137
ENSG00000175352	NRIP3	nuclear receptor interacting protein 3	GO:0006508	309208	56675
ENSG00000229521	MYCBP2-AS2	MYCBP2 antisense RNA 2		10400547	100874213
ENSG00000204491					
ENSG00000182022	CHST15	carbohydrate sulfotransferase 15	GO:0030206|GO:0019319	276214	51363
ENSG00000127948	POR	cytochrome p450 oxidoreductase	GO:0018393|GO:0060192|GO:0043154|GO:0071548|GO:0009437|GO:0009812|GO:0032332|GO:0032770|GO:0090346|GO:0019395|GO:0006805|GO:0071372|GO:0003420|GO:0007584|GO:0045542|GO:0045880|GO:0046210|GO:0043602|GO:0070988|GO:0090031|GO:0009725|GO:0022900|GO:0071375	128888	5447
ENSG00000230626	LOC407835	mitogen-activated protein kinase kinase 2 pseudogene		441159	407835
ENSG00000121552	CSTA	cystatin A	GO:0030216|GO:0045861|GO:0010466|GO:0018149|GO:0010951|GO:0098609	31429	1475
ENSG00000174403	CRMA	cardiomyocyte maturation associated lncRNA		412601	253868
ENSG00000115641	FHL2	four and a half LIM domains 2	GO:0000122|GO:0043066|GO:0060347|GO:0055014|GO:0055015|GO:0009725|GO:0070885|GO:0001649	47987	2274
ENSG00000252904	LOC124900212	small nucleolar RNA SNORA76		10578307	124900212
ENSG00000070761	CFAP20	cilia and flagella associated protein 20	GO:0018095|GO:0060271|GO:0060296|GO:2000253|GO:2000147	264549	29105
ENSG00000196704	AMZ2	archaelysin family metallopeptidase 2	GO:0006508	275659	51321
ENSG00000204414	CSHL1	chorionic somatomammotropin hormone like 1	GO:0045927|GO:0031667|GO:0046427|GO:0042531|GO:0048513|GO:0060396	30863	1444
ENSG00000159409	CELF3	CUGBP Elav-like family member 3	GO:0030317|GO:0098781|GO:0006376|GO:0048026|GO:0000381|GO:0007283|GO:0008380|GO:0030575	229131	11189
ENSG00000133808					
ENSG00000166763	STRCP1	stereocilin pseudogene 1	GO:0007160	446259	554225
ENSG00000211973	IGHV1-69	immunoglobulin heavy variable 1-69	GO:0045087|GO:0006958|GO:0050871|GO:0006911|GO:0006955|GO:0006910|GO:0050853|GO:0042742	262047	28461
ENSG00000267287	LOC284240	uncharacterized LOC284240		418990	284240
ENSG00000205444	KU-MEL-3	uncharacterized LOC497048		445698	497048
ENSG00000122870	BICC1	BicC family RNA binding protein 1	GO:0007507|GO:0090090|GO:0007368|GO:0001822	342722	80114
ENSG00000128268	MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	GO:0050435|GO:0030334|GO:1902966|GO:0006487|GO:0008104|GO:0006044|GO:1905166|GO:0034599|GO:0050890	91052	4248
ENSG00000169641	LUZP1	leucine zipper protein 1	GO:0003281|GO:0060840|GO:0021503	172421	7798
ENSG00000078269	SYNJ2	synaptojanin 2	GO:0036092|GO:0046855|GO:0006661|GO:0007420|GO:0048488|GO:0061024|GO:0046856	186699	8871
ENSG00000176641	RNF152	ring finger protein 152	GO:0010508|GO:0034198|GO:0070936|GO:1904262|GO:0016567|GO:0070534|GO:0006915	409464	220441
ENSG00000257476	LINC02459	long intergenic non-protein coding RNA 2459		9219043	105369996
